,baindi,bacode,baname,baid,usfirm
70042,A,114792,PARKINSON/GLASPER                       ,,0
70043,A,114793,TAMBOLI            A                    ,,1
70044,A,114794,LEE                W                    ,,1
70045,A,114794,LEE                W                    ,,0
70046,A,114795,SIMON              R                    ,,0
70047,A,114796,SHIHABI            W                    ,,0
70048,A,114797,NABARAWY           M                    ,,0
70049,A,114798,HAMMOUD            M                    ,,0
70050,A,114799,JAMES              C                    ,,0
70051,A,114801,SHIM               W                    ,,0
70052,A,114802,SO                 P                    ,,0
70053,A,114803,GUPTA              V                    ,,0
70054,A,114804,WANG               Y                    ,,0
70055,A,114805,HE                 J                    ,,0
70056,A,114806,GUPTA              N                    ,,0
70057,A,114808,LAI/CHEN                                ,,0
70058,A,114809,HO/YEUNG                                ,,0
70059,A,114810,CHIU               A                    ,,0
70060,A,114811,FU                 F                    ,,0
70061,A,114813,JOOK/SO                                 ,,0
70062,A,114814,HERSEY             C                    ,,1
70063,A,114815,CHIAVARINI/VAN ROO                      ,,0
70064,A,114817,BONE               B                    ,,0
70065,A,114818,GRIVAS             G                    ,,0
70066,A,114819,CHEN               C                    ,,1
70067,A,114819,CHEN               C                    ,,0
70068,A,114820,KAMAL              M                    ,,0
70069,A,114821,BAMONTE            L                    ,,0
70070,A,114822,SHIH               S                    ,,0
70071,A,114823,BANERJEE/MAZUMDAR                       ,,0
70072,A,114825,KO/WONG                                 ,,0
70073,A,114826,KO/WONG                                 ,,0
70074,A,114827,CHUM/WONG                               ,,0
70075,A,114828,KIM/WADLE                               ,,0
70076,A,114829,CHEN/WANG/WADLE                         ,,0
70077,A,114830,WANG/CHEN/WADLE                         ,,0
70078,A,114831,WILLIAMS/HARRISON                       ,,0
70079,A,114832,HU                 J                    ,,0
70080,A,114833,ABU BAKAR          A                    ,,0
70081,A,114834,NIU                Y                    ,,0
70082,A,114837,GUEDES             R                    ,,0
70083,A,114838,KATUNIN            V                    ,,1
70084,A,114838,KATUNIN            V                    ,,0
70085,A,114839,KURLAND            S                    ,,1
70086,A,114840,KAPOUSTINA         T                    ,,0
70087,A,114841,CORALES            B                    ,,1
70088,A,114843,YOSHIDA/MATSUSHIMA                      ,,0
70089,A,114844,JAILTY/GOPAL                            ,,0
70090,A,114845,NG/WONG                                 ,,0
70091,A,114846,NG/CHEUNG                               ,,0
70092,A,114848,TOWNSHEND          E                    ,,1
70093,A,114850,LARSSON/HOLM                            ,,0
70094,A,114851,WOLF               S                    ,,0
70095,A,114853,HORBERG            R                    ,,0
70096,A,114854,SPEARING           C                    ,,0
70097,A,114855,LEITH              M                    ,,1
70098,A,114855,LEITH              M                    ,,0
70099,A,114856,PETRAGLIA          G                    ,,1
70100,A,114856,PETRAGLIA          G                    ,,0
70101,A,114857,GROOMS             T                    ,,1
70102,A,114858,BROOKMAN           D                    ,,0
70103,A,114859,KATELA             V                    ,,0
70104,A,114860,VEE                S                    ,,0
70105,A,114861,POMPETCH           S                    ,,0
70106,A,114862,CHAOVAMU           P                    ,,0
70107,A,114863,GOVIL              A                    ,,0
70108,A,114865,OZUNA              T                    ,,0
70109,A,114866,DEPARTMENT         R                    ,,0
70110,A,114867,SWANEPOEL/SLETTEVO                      ,,0
70111,A,114868,SILVER             D                    ,,1
70112,A,114870,MCNALLY            C                    ,,0
70113,A,114871,MURPHY             C                    ,,1
70114,A,114872,PINTO/ONISHI                            ,,0
70115,A,114873,HURREN             D                    ,,1
70116,A,114874,MCGEE/HURREN                            ,,1
70117,A,114880,LYSSOGORSKAYA      V                    ,,0
70118,A,114881,BLOM               C                    ,,0
70119,A,114882,PATERSON/CUNNINGHA                      ,,0
70120,A,114883,BASSETT            P                    ,,1
70121,A,114884,THOMAS             J                    ,,0
70122,A,114885,VIRTON/DECQUE/KOAG                      ,,0
70123,A,114886,SAMUEL/CASIMIR/BOU                      ,,0
70124,A,114887,RODARIE/AKOUVI/PAU                      ,,0
70125,A,114888,RICETTI/DECQUE/KOA                      ,,0
70126,A,114889,PLAS/DIENG/ALBERT                       ,,0
70127,A,114890,MOULY              M                    ,,0
70128,A,114891,PERET/HOUBRON/MOUL                      ,,0
70129,A,114892,PAUCHAUT/AKOUVI/RO                      ,,0
70130,A,114893,OURPATIAN/CHERUBIN                      ,,0
70131,A,114894,NIERES TAVERNIER/G                      ,,0
70132,A,114895,MAYNARD/DIDIO/DE G                      ,,0
70133,A,114896,MACCARY/BEAUDET                         ,,0
70134,A,114897,LUMIERE            J                    ,,1
70135,A,114898,LIJANE             M                    ,,0
70136,A,114899,ZHANG              L                    ,,0
70137,A,114900,DING               P                    ,,0
70138,A,114901,THAM               D                    ,,0
70139,A,114903,MAZUMDAR/BANERJEE                       ,,0
70140,A,114904,JIANG              J                    ,,0
70141,A,114905,PAN                C                    ,,0
70142,A,114906,VON ARX/HULL                            ,,0
70143,A,114907,WEISSMAN           D                    ,,1
70144,A,114907,WEISSMAN           D                    ,,0
70145,A,114908,BARBOSA            J                    ,,0
70146,A,114909,LANONE/MUZARD/GOYO                      ,,0
70147,A,114910,KOAGNE/DECQUE/RICE                      ,,0
70148,A,114911,JUILLARD/D'ABOVILL                      ,,0
70149,A,114912,HOUBRON/MOULY/PERE                      ,,0
70150,A,114913,HOUBRON/MOULY/MAYN                      ,,0
70151,A,114915,HOUBRON/DIDIO/MOUL                      ,,0
70152,A,114916,GOYON/LANONE/MUZAR                      ,,0
70153,A,114917,EL HADDAD/BENZERRO                      ,,0
70154,A,114918,DIENG/PLAS/ALBERT                       ,,0
70155,A,114919,DIDIO/MAYNARD/DE G                      ,,0
70156,A,114920,DECQUE/KOAGNE/RICE                      ,,0
70157,A,114921,D'ABOVILLE/JUILLAR                      ,,0
70158,A,114922,CHERUBIN/OURPATIAN                      ,,0
70159,A,114923,CASIMIR/SAMUEL/BOU                      ,,0
70160,A,114924,HOWAT/JAKUSCONE                         ,,1
70161,A,114924,HOWAT/JAKUSCONE                         ,,0
70162,A,114925,CASIMIR/BOURDET/SA                      ,,0
70163,A,114926,BOURDET/CASIMIR/SA                      ,,0
70164,A,114927,BENZERROUG/EL HADD                      ,,0
70165,A,114928,BENON/EL HADDAD                         ,,0
70166,A,114929,BEAUDET/MAYNARD                         ,,0
70167,A,114930,AKOUVI/PAUCHAUT/RO                      ,,0
70168,A,114931,RICCHIO            M                    ,,1
70169,A,114932,KATSURA/OHMORI                          ,,0
70170,A,114933,RAZUAN             R                    ,,0
70171,A,114934,KAWASHIMA          Y                    ,,0
70172,A,114937,VU NGOC/CORNU                           ,,0
70173,A,114938,ARNOLD             D                    ,,1
70174,A,114939,LAHOTY             R                    ,,1
70175,A,114940,CLARKE             T                    ,,0
70176,A,114943,FAVRE/GILBERT/THEM                      ,,0
70177,A,114945,MIAN               S                    ,,1
70178,A,114945,MIAN               S                    ,,0
70179,A,114946,LEE                A                    ,,0
70180,A,114947,YAN                S                    ,,0
70181,A,114948,ZENG               J                    ,,0
70182,A,114949,LI                 J                    ,,0
70183,A,114950,SULANKE            G                    ,,1
70184,A,114951,PERINCHERIL        B                    ,,1
70185,A,114975,ROCHETTE           W                    ,,1
70186,A,115015,GABRAN             A                    ,,0
70187,A,115016,PRESTA             I                    ,,0
70188,A,115017,DUDKIN             D                    ,,0
70189,A,115018,FRIEDMAN           J                    ,,1
70190,A,115019,GLYNN              C                    ,,1
70191,A,115020,CHUA               A                    ,,0
70192,A,115021,HARLALKA           P                    ,,0
70193,A,115022,INAISHI            K                    ,,0
70194,A,115023,GIL                P                    ,,1
70195,A,115024,WEST/LESIAK                             ,,1
70196,A,115024,WEST/LESIAK                             ,,0
70197,A,115025,KIM                J                    ,,0
70198,A,115026,HU                 S                    ,,0
70199,A,115027,CHEN               M                    ,,0
70200,A,115028,BATTERSHILL        J                    ,,0
70201,A,115030,DINWOODIE/HAN/CHI                       ,,0
70202,A,115032,NAGAHASHI/FUKUDA                        ,,0
70203,A,115033,JENSEN             C                    ,,0
70204,A,115034,WASILEWSKI         W                    ,,0
70205,A,115035,KUKHNIN/EAST/BELL                       ,,0
70206,A,115036,SABBIONE           P                    ,,0
70207,A,115037,MCNELLIS           E                    ,,1
70208,A,115038,KIM                J                    ,,0
70209,A,115039,SANDERS            R                    ,,0
70210,A,115040,SANCHEZ            M                    ,,0
70211,A,115045,HARRIS/CHOW                             ,,1
70212,A,115045,HARRIS/CHOW                             ,,0
70213,A,115047,DIAPOULIS          A                    ,,0
70214,A,115048,KARNAPATIS         V                    ,,0
70215,A,115049,PARSONS            S                    ,,1
70216,A,115049,PARSONS            S                    ,,0
70217,A,115050,WANG               P                    ,,0
